palabra,muestras,longitud,seleccionada,motivo_exclusion,metrica_exclusion,umbral_exclusion,similar_a,similitud_fonetica,f1_preliminar
adaptaciones,7,12,no,frecuencia_insuficiente,7.0,1000.0,,,
adaptación,56,10,no,frecuencia_insuficiente,56.0,1000.0,,,
adaptada,24,8,no,frecuencia_insuficiente,24.0,1000.0,,,
adaptadas,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
adaptado,18,8,no,frecuencia_insuficiente,18.0,1000.0,,,
adaptados,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
adaptar,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
adaptarse,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
adecentan,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
adecuada,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
adecuadamente,8,13,no,frecuencia_insuficiente,8.0,1000.0,,,
adecuadas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
adecuado,15,8,no,frecuencia_insuficiente,15.0,1000.0,,,
adecuados,10,9,no,frecuencia_insuficiente,10.0,1000.0,,,
adela,13,5,no,frecuencia_insuficiente,13.0,1000.0,,,
adelaida,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
adelaide,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
adelantaba,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
adelantaban,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
adelantado,11,10,no,frecuencia_insuficiente,11.0,1000.0,,,
adelante,165,8,no,frecuencia_insuficiente,165.0,1000.0,,,
adelanto,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
adelantóse,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
ademán,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
adentrarse,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
adentro,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
adeptos,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
adhesión,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
adicción,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
adicional,37,9,no,frecuencia_insuficiente,37.0,1000.0,,,
adicionales,55,11,no,frecuencia_insuficiente,55.0,1000.0,,,
adicionalmente,23,14,no,frecuencia_insuficiente,23.0,1000.0,,,
adición,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
adicto,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
adinerada,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
adintelado,2,10,no,frecuencia_insuficiente,2.0,1000.0,,,
adivina,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
adivinar,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
adiós,28,5,no,frecuencia_insuficiente,28.0,1000.0,,,
adjetivo,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
adjudicó,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
adjunta,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
adjunto,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
adjuntos,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
administra,16,10,no,frecuencia_insuficiente,16.0,1000.0,,,
administraba,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
administraciones,3,16,no,frecuencia_insuficiente,3.0,1000.0,,,
administración,144,14,no,frecuencia_insuficiente,144.0,1000.0,,,
administrada,9,12,no,frecuencia_insuficiente,9.0,1000.0,,,
administradas,4,13,no,frecuencia_insuficiente,4.0,1000.0,,,
administrado,24,12,no,frecuencia_insuficiente,24.0,1000.0,,,
administrador,19,13,no,frecuencia_insuficiente,19.0,1000.0,,,
administradores,3,15,no,frecuencia_insuficiente,3.0,1000.0,,,
administrados,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
administrar,11,11,no,frecuencia_insuficiente,11.0,1000.0,,,
administrarle,4,13,no,frecuencia_insuficiente,4.0,1000.0,,,
administrativa,36,14,no,frecuencia_insuficiente,36.0,1000.0,,,
administrativamente,3,19,no,frecuencia_insuficiente,3.0,1000.0,,,
administrativas,7,15,no,frecuencia_insuficiente,7.0,1000.0,,,
administrativo,56,14,no,frecuencia_insuficiente,56.0,1000.0,,,
administrativos,8,15,no,frecuencia_insuficiente,8.0,1000.0,,,
administró,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
admira,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
admiración,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
admirada,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
admirado,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
admirador,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
admiradores,2,11,no,frecuencia_insuficiente,2.0,1000.0,,,
admirar,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
admisión,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
admite,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
admiten,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
admitida,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
admitido,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
admitidos,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
admitió,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
adobe,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
adolescencia,52,12,no,frecuencia_insuficiente,52.0,1000.0,,,
adolescente,62,11,no,frecuencia_insuficiente,62.0,1000.0,,,
adolescentes,19,12,no,frecuencia_insuficiente,19.0,1000.0,,,
adolf,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
adolfo,23,6,no,frecuencia_insuficiente,23.0,1000.0,,,
adonde,14,6,no,frecuencia_insuficiente,14.0,1000.0,,,
adonis,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
adopción,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
adopta,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
adoptaba,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
adoptada,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
adoptado,20,8,no,frecuencia_insuficiente,20.0,1000.0,,,
adoptados,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
adoptan,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
adoptar,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
adoptaron,18,9,no,frecuencia_insuficiente,18.0,1000.0,,,
adoptiva,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
adoptivo,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
adoptó,27,6,no,frecuencia_insuficiente,27.0,1000.0,,,
adora,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
adoración,8,9,no,frecuencia_insuficiente,8.0,1000.0,,,
adormecían,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
adornada,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
adornadas,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
adornado,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
adornan,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
adorno,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
adornos,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
adosada,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
adosadas,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
adosado,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
adquiere,24,8,no,frecuencia_insuficiente,24.0,1000.0,,,
adquieren,12,9,no,frecuencia_insuficiente,12.0,1000.0,,,
adquirida,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
adquirido,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
adquiridos,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
adquiriendo,12,11,no,frecuencia_insuficiente,12.0,1000.0,,,
adquirieron,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
adquirir,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
adquirió,39,8,no,frecuencia_insuficiente,39.0,1000.0,,,
adquirían,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
adquisiciones,5,13,no,frecuencia_insuficiente,5.0,1000.0,,,
adquisición,15,11,no,frecuencia_insuficiente,15.0,1000.0,,,
adrian,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
adriana,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
adriano,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
adrián,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
adscribe,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
adscrita,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
adscrito,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
aduana,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
adulta,23,6,no,frecuencia_insuficiente,23.0,1000.0,,,
adultas,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
adulterio,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
adultez,2,7,no,frecuencia_insuficiente,2.0,1000.0,,,
adulto,29,6,no,frecuencia_insuficiente,29.0,1000.0,,,
adultos,111,7,no,frecuencia_insuficiente,111.0,1000.0,,,
adventure,2,9,no,frecuencia_insuficiente,2.0,1000.0,,,
adversarios,6,11,no,frecuencia_insuficiente,6.0,1000.0,,,
adversos,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
advertencia,8,11,no,frecuencia_insuficiente,8.0,1000.0,,,
advertí,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
advierte,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
advocación,11,10,no,frecuencia_insuficiente,11.0,1000.0,,,
adyacente,11,9,no,frecuencia_insuficiente,11.0,1000.0,,,
adyacentes,11,10,no,frecuencia_insuficiente,11.0,1000.0,,,
adán,11,4,no,frecuencia_insuficiente,11.0,1000.0,,,
aero,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
aeroespacial,1,12,no,frecuencia_insuficiente,1.0,1000.0,,,
aerogenerador,1,13,no,frecuencia_insuficiente,1.0,1000.0,,,
aerolínea,35,9,no,frecuencia_insuficiente,35.0,1000.0,,,
aerolíneas,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
aeronave,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
aeronaves,15,9,no,frecuencia_insuficiente,15.0,1000.0,,,
aeronáutica,7,11,no,frecuencia_insuficiente,7.0,1000.0,,,
aeronáutico,3,11,no,frecuencia_insuficiente,3.0,1000.0,,,
aeroplanos,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
aeropuerto,181,10,no,frecuencia_insuficiente,181.0,1000.0,,,
aeropuertos,12,11,no,frecuencia_insuficiente,12.0,1000.0,,,
aeródromo,15,9,no,frecuencia_insuficiente,15.0,1000.0,,,
afable,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
afamado,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
afecciones,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
afección,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
afecta,24,6,no,frecuencia_insuficiente,24.0,1000.0,,,
afectación,2,10,no,frecuencia_insuficiente,2.0,1000.0,,,
afectada,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
afectadas,14,9,no,frecuencia_insuficiente,14.0,1000.0,,,
afectado,23,8,no,frecuencia_insuficiente,23.0,1000.0,,,
afectados,26,9,no,frecuencia_insuficiente,26.0,1000.0,,,
afectan,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
afectar,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
afectaron,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
afecto,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
afectó,17,6,no,frecuencia_insuficiente,17.0,1000.0,,,
afeito,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
afganistán,35,10,no,frecuencia_insuficiente,35.0,1000.0,,,
aficionada,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
aficionado,32,10,no,frecuencia_insuficiente,32.0,1000.0,,,
aficionados,32,11,no,frecuencia_insuficiente,32.0,1000.0,,,
aficiones,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
afición,21,7,no,frecuencia_insuficiente,21.0,1000.0,,,
afilado,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
afilados,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
afiliación,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
afiliada,13,8,no,frecuencia_insuficiente,13.0,1000.0,,,
afiliadas,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
afiliado,17,8,no,frecuencia_insuficiente,17.0,1000.0,,,
afiliados,10,9,no,frecuencia_insuficiente,10.0,1000.0,,,
afilió,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
afinación,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
afines,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
afinidad,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
afinidades,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
afirma,39,6,no,frecuencia_insuficiente,39.0,1000.0,,,
afirmaba,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
afirmaciones,8,12,no,frecuencia_insuficiente,8.0,1000.0,,,
afirmación,20,10,no,frecuencia_insuficiente,20.0,1000.0,,,
afirman,21,7,no,frecuencia_insuficiente,21.0,1000.0,,,
afirmar,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
afirmé,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
afirmó,23,6,no,frecuencia_insuficiente,23.0,1000.0,,,
aflora,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
afloramientos,4,13,no,frecuencia_insuficiente,4.0,1000.0,,,
afluencia,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
afluente,35,8,no,frecuencia_insuficiente,35.0,1000.0,,,
afluentes,16,9,no,frecuencia_insuficiente,16.0,1000.0,,,
aforo,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
afortunadamente,6,15,no,frecuencia_insuficiente,6.0,1000.0,,,
africa,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
africana,13,8,no,frecuencia_insuficiente,13.0,1000.0,,,
africanas,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
africano,21,8,no,frecuencia_insuficiente,21.0,1000.0,,,
africanos,14,9,no,frecuencia_insuficiente,14.0,1000.0,,,
afro,10,4,no,frecuencia_insuficiente,10.0,1000.0,,,
afroamericana,5,13,no,frecuencia_insuficiente,5.0,1000.0,,,
afroamericano,2,13,no,frecuencia_insuficiente,2.0,1000.0,,,
afroamericanos,2,14,no,frecuencia_insuficiente,2.0,1000.0,,,
afrodita,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
afrontar,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
afrotropical,1,12,no,frecuencia_insuficiente,1.0,1000.0,,,
after,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
afuera,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
afueras,24,7,no,frecuencia_insuficiente,24.0,1000.0,,,
afán,10,4,no,frecuencia_insuficiente,10.0,1000.0,,,
agar,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
agarra,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
agarraban,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
agarrado,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
agarrarme,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
agarre,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
agatha,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
agave,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
agencia,72,7,no,frecuencia_insuficiente,72.0,1000.0,,,
agencias,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
agente,59,6,no,frecuencia_insuficiente,59.0,1000.0,,,
agentes,23,7,no,frecuencia_insuficiente,23.0,1000.0,,,
agilidad,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
agita,4,5,no,frecuencia_insuficiente,4.0,1000.0,,,
agitaba,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
agitación,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
agitado,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
agitando,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
agitarse,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
aglomeración,14,12,no,frecuencia_insuficiente,14.0,1000.0,,,
agobiando,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
agonía,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
agosto,105,6,no,frecuencia_insuficiente,105.0,1000.0,,,
agotados,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
agotamiento,6,11,no,frecuencia_insuficiente,6.0,1000.0,,,
agotando,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
agotaron,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
agrada,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
agradable,28,9,no,frecuencia_insuficiente,28.0,1000.0,,,
agradables,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
agradecido,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
agradecimiento,6,14,no,frecuencia_insuficiente,6.0,1000.0,,,
agrado,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
agraria,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
agrario,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
agrega,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
agregada,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
agregadas,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
agregado,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
agregados,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
agregan,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
agregando,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
agregar,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
agregaron,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
agregó,9,6,no,frecuencia_insuficiente,9.0,1000.0,,,
agresiva,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
agresivas,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
agresivo,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
agresivos,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
agresión,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
agricultor,9,10,no,frecuencia_insuficiente,9.0,1000.0,,,
agricultores,16,12,no,frecuencia_insuficiente,16.0,1000.0,,,
agricultura,232,11,no,frecuencia_insuficiente,232.0,1000.0,,,
agrimensor,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
agronomía,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
agropecuaria,12,12,no,frecuencia_insuficiente,12.0,1000.0,,,
agropecuarias,1,13,no,frecuencia_insuficiente,1.0,1000.0,,,
agropecuario,6,12,no,frecuencia_insuficiente,6.0,1000.0,,,
agrupa,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
agrupaciones,16,12,no,frecuencia_insuficiente,16.0,1000.0,,,
agrupación,47,10,no,frecuencia_insuficiente,47.0,1000.0,,,
agrupadas,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
agrupados,15,9,no,frecuencia_insuficiente,15.0,1000.0,,,
agrupan,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
agrícola,95,8,no,frecuencia_insuficiente,95.0,1000.0,,,
agrícolas,69,9,no,frecuencia_insuficiente,69.0,1000.0,,,
agrónomo,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
agua,600,4,no,frecuencia_insuficiente,600.0,1000.0,,,
aguacero,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
aguada,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
aguanta,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
aguantado,13,9,no,frecuencia_insuficiente,13.0,1000.0,,,
aguantar,15,8,no,frecuencia_insuficiente,15.0,1000.0,,,
aguante,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
aguanto,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
aguarda,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
aguardiente,6,11,no,frecuencia_insuficiente,6.0,1000.0,,,
aguas,213,5,no,frecuencia_insuficiente,213.0,1000.0,,,
aguascalientes,4,14,no,frecuencia_insuficiente,4.0,1000.0,,,
aguda,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
agudas,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
agudo,18,5,no,frecuencia_insuficiente,18.0,1000.0,,,
agudos,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
aguijón,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
aguilar,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
aguilera,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
aguirre,21,7,no,frecuencia_insuficiente,21.0,1000.0,,,
aguja,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
agujas,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
agujero,24,7,no,frecuencia_insuficiente,24.0,1000.0,,,
agujeros,9,8,no,frecuencia_insuficiente,9.0,1000.0,,,
agustina,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
agustinos,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
agustín,43,7,no,frecuencia_insuficiente,43.0,1000.0,,,
agüero,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
ahoga,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
ahogada,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
ahogado,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
ahogan,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
ahogas,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
ahogó,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
ahora,628,5,no,frecuencia_insuficiente,628.0,1000.0,,,
ahorcado,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
ahorquillada,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
ahorra,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
ahorrad,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
ahorrar,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
ahorras,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
ahorren,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
ahorro,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
ahorros,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
ahumada,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
ahumado,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
ahí,207,3,no,frecuencia_insuficiente,207.0,1000.0,,,
aimara,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
ainhoa,104,6,no,frecuencia_insuficiente,104.0,1000.0,,,
air,20,3,no,frecuencia_insuficiente,20.0,1000.0,,,
airado,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
aire,189,4,no,frecuencia_insuficiente,189.0,1000.0,,,
aires,204,5,no,frecuencia_insuficiente,204.0,1000.0,,,
airlines,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
airways,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
aislada,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
aisladas,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
aislado,24,7,no,frecuencia_insuficiente,24.0,1000.0,,,
aislados,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
aislamiento,8,11,no,frecuencia_insuficiente,8.0,1000.0,,,
aislante,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
aix,4,3,no,frecuencia_insuficiente,4.0,1000.0,,,
ajax,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
ajedrez,47,7,no,frecuencia_insuficiente,47.0,1000.0,,,
ajena,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
ajo,16,3,no,frecuencia_insuficiente,16.0,1000.0,,,
ajos,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
ajustado,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
ajustados,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
ajustan,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
ajustar,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
ajustaron,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
ajuste,12,6,no,frecuencia_insuficiente,12.0,1000.0,,,
ajustes,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
akira,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
ala,41,3,no,frecuencia_insuficiente,41.0,1000.0,,,
alabado,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
alabama,15,7,no,frecuencia_insuficiente,15.0,1000.0,,,
alabastro,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
alabes,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
alabó,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
alada,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
aladas,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
alados,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
alagón,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
alambre,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
alameda,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
alan,29,4,no,frecuencia_insuficiente,29.0,1000.0,,,
alarcón,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
alargada,20,8,no,frecuencia_insuficiente,20.0,1000.0,,,
alargadas,14,9,no,frecuencia_insuficiente,14.0,1000.0,,,
alargado,17,8,no,frecuencia_insuficiente,17.0,1000.0,,,
alargados,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
alargar,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
alargó,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
alarico,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
alaridos,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
alarma,14,6,no,frecuencia_insuficiente,14.0,1000.0,,,
alas,165,4,no,frecuencia_insuficiente,165.0,1000.0,,,
alaska,18,6,no,frecuencia_insuficiente,18.0,1000.0,,,
alazano,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
alba,23,4,no,frecuencia_insuficiente,23.0,1000.0,,,
albacete,23,8,no,frecuencia_insuficiente,23.0,1000.0,,,
albahaca,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
albahacas,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
albania,24,7,no,frecuencia_insuficiente,24.0,1000.0,,,
albano,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
albany,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
albarracín,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
albañil,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
alberdi,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
alberga,98,7,no,frecuencia_insuficiente,98.0,1000.0,,,
albergaba,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
