palabra,muestras,longitud_chars,suficiente
productor,102,9,no
punta,102,5,no
quince,102,6,no
ramón,102,5,no
residencia,102,10,no
también,102,7,no
utilizan,102,8,no
ascendencia,101,11,no
corriente,101,9,no
disponible,101,10,no
federal,101,7,no
letra,101,5,no
materiales,101,10,no
necesito,101,8,no
ronda,101,5,no
abril,100,5,no
caballos,100,8,no
clubes,100,6,no
corea,100,5,no
estrellas,100,9,no
mismos,100,6,no
orquesta,100,8,no
participado,100,11,no
producto,100,8,no
realizan,100,8,no
reconocido,100,10,no
resultó,100,7,no
reunión,100,7,no
unidades,100,8,no
alcanzó,99,7,no
avión,99,5,no
congreso,99,8,no
ganar,99,5,no
gonzález,99,8,no
hacerlo,99,7,no
institución,99,11,no
lenguas,99,7,no
muestran,99,8,no
panamá,99,6,no
quería,99,6,no
torres,99,6,no
alberga,98,7,no
arco,98,4,no
canto,98,5,no
capítulos,98,9,no
comunes,98,7,no
escritas,98,8,no
fundó,98,5,no
haya,98,4,no
junio,98,5,no
números,98,7,no
protagonizada,98,13,no
rodríguez,98,9,no
universidades,98,13,no
abarca,97,6,no
bellas,97,6,no
contrato,97,8,no
directamente,97,12,no
familias,97,8,no
habitual,97,8,no
independencia,97,13,no
junta,97,5,no
logra,97,5,no
motor,97,5,no
obtener,97,7,no
patio,97,5,no
pelea,97,5,no
piel,97,4,no
produjo,97,7,no
sangre,97,6,no
tren,97,4,no
usar,97,4,no
vilma,97,5,no
altura,96,6,no
ampliamente,96,11,no
caja,96,4,no
compone,96,7,no
desarrolla,96,10,no
desconoce,96,9,no
dientes,96,7,no
formar,96,6,no
fuertes,96,7,no
grabado,96,7,no
ligeramente,96,11,no
metros,96,6,no
núcleo,96,6,no
pies,96,4,no
posiblemente,96,12,no
presentó,96,8,no
príncipe,96,8,no
salida,96,6,no
señora,96,6,no
abandonó,95,8,no
agrícola,95,8,no
ana,95,3,no
característica,95,14,no
chica,95,5,no
colaboró,95,8,no
competición,95,11,no
construyó,95,9,no
crear,95,5,no
destacó,95,7,no
diagrama,95,8,no
económico,95,9,no
familiar,95,8,no
florece,95,7,no
frío,95,4,no
funciona,95,8,no
halla,95,5,no
morir,95,5,no
nacimiento,95,10,no
pecho,95,5,no
trabajado,95,9,no
vicente,95,7,no
casada,94,6,no
comenzaron,94,10,no
cuerpos,94,7,no
justicia,94,8,no
monte,94,5,no
pasos,94,5,no
peligro,94,7,no
puertas,94,7,no
saber,94,5,no
valeria,94,7,no
acto,93,4,no
asamblea,93,8,no
chico,93,5,no
continúa,93,8,no
enrique,93,7,no
fábrica,93,7,no
hermanas,93,8,no
largas,93,6,no
marina,93,6,no
mediterráneo,93,12,no
pacífico,93,8,no
privada,93,7,no
sello,93,5,no
silencio,93,8,no
sufrió,93,6,no
abierta,92,7,no
brazos,92,6,no
conoció,92,7,no
denomina,92,8,no
hijas,92,5,no
new,92,3,no
pablo,92,5,no
políticos,92,9,no
recuerda,92,8,no
suroeste,92,8,no
urbano,92,6,no
william,92,7,no
autoridad,91,9,no
carreras,91,8,no
exposiciones,91,12,no
músico,91,6,no
rocas,91,5,no
ruso,91,4,no
acabó,90,5,no
artística,90,9,no
breve,90,5,no
centros,90,7,no
completa,90,8,no
conflicto,90,9,no
delante,90,7,no
encuentro,90,9,no
grabación,90,9,no
inicial,90,7,no
lópez,90,5,no
objetos,90,7,no
periodismo,90,10,no
romano,90,6,no
alberto,89,7,no
camarote,89,8,no
crece,89,5,no
discos,89,6,no
espera,89,6,no
europeo,89,7,no
frecuentemente,89,14,no
generación,89,10,no
granada,89,7,no
históricos,89,10,no
homenaje,89,8,no
notable,89,7,no
once,89,4,no
permanece,89,9,no
pinturas,89,8,no
portada,89,7,no
reserva,89,7,no
sirvió,89,6,no
antiguas,88,8,no
ascenso,88,7,no
austria,88,7,no
baile,88,5,no
busca,88,5,no
celebra,88,7,no
coche,88,5,no
coronel,88,7,no
diferencias,88,11,no
escenario,88,9,no
fernández,88,9,no
fácilmente,88,10,no
internet,88,8,no
lanzado,88,7,no
lateral,88,7,no
llegaron,88,8,no
naves,88,5,no
noviembre,88,9,no
operación,88,9,no
oportunidad,88,11,no
pieza,88,5,no
pista,88,5,no
presentes,88,9,no
quinto,88,6,no
realmente,88,9,no
saint,88,5,no
actores,87,7,no
alemana,87,7,no
alma,87,4,no
cita,87,4,no
clasificación,87,13,no
consecuencia,87,12,no
conservan,87,9,no
culturales,87,10,no
cursos,87,6,no
denominación,87,12,no
detrás,87,6,no
estaciones,87,10,no
europea,87,7,no
exposición,87,10,no
facultad,87,8,no
florida,87,7,no
fácil,87,5,no
idioma,87,6,no
justo,87,5,no
lee,87,3,no
mantener,87,8,no
martínez,87,8,no
permitió,87,8,no
poca,87,4,no
profesora,87,9,no
puso,87,4,no
página,87,6,no
teniente,87,8,no
texas,87,5,no
utilizar,87,8,no
ángel,87,5,no
actuó,86,5,no
and,86,3,no
arma,86,4,no
concurso,86,8,no
construida,86,10,no
creado,86,6,no
duró,86,4,no
elemento,86,8,no
imposible,86,9,no
ocasión,86,7,no
otoño,86,5,no
poner,86,5,no
profesión,86,9,no
razones,86,7,no
rural,86,5,no
rápido,86,6,no
análisis,85,8,no
federación,85,10,no
ingeniero,85,9,no
laterales,85,9,no
llevado,85,7,no
moderna,85,7,no
máximo,85,6,no
pone,85,4,no
producen,85,8,no
recientemente,85,13,no
requiere,85,8,no
ruinas,85,6,no
tabla,85,5,no
verdadero,85,9,no
viajó,85,5,no
altas,84,5,no
aparición,84,9,no
bandera,84,7,no
caza,84,4,no
cocina,84,6,no
concierto,84,9,no
deporte,84,7,no
describe,84,8,no
dieron,84,6,no
directo,84,7,no
económicas,84,10,no
etapas,84,6,no
existencia,84,10,no
indica,84,6,no
machos,84,6,no
motivo,84,6,no
ocurre,84,6,no
paisaje,84,7,no
piloto,84,6,no
realizaron,84,10,no
superiores,84,10,no
textos,84,6,no
británico,83,9,no
convertirse,83,11,no
corre,83,5,no
corresponde,83,11,no
duque,83,5,no
enseñanza,83,9,no
fama,83,4,no
interpretación,83,14,no
interpretó,83,10,no
parlamento,83,10,no
pop,83,3,no
propios,83,7,no
records,83,7,no
religiosa,83,9,no
trayectoria,83,11,no
tribunal,83,8,no
allá,82,4,no
blancos,82,7,no
carga,82,5,no
constante,82,9,no
contó,82,5,no
destacado,82,9,no
dirige,82,6,no
estatal,82,7,no
ocupa,82,5,no
positivas,82,9,no
pueblos,82,7,no
sudáfrica,82,9,no
thomas,82,6,no
cama,81,4,no
compañero,81,9,no
contaba,81,7,no
cuales,81,6,no
ejemplos,81,8,no
episodios,81,9,no
indio,81,5,no
isabel,81,6,no
jamás,81,5,no
metal,81,5,no
ocupó,81,5,no
pato,81,4,no
poblaciones,81,11,no
producir,81,8,no
representación,81,14,no
santos,81,6,no
suecia,81,6,no
teología,81,8,no
trece,81,5,no
abuelo,80,6,no
brillante,80,9,no
caminos,80,7,no
chicago,80,7,no
cien,80,4,no
clave,80,5,no
clásica,80,7,no
comprende,80,9,no
construir,80,9,no
convierte,80,9,no
divisiones,80,10,no
elección,80,8,no
emperador,80,9,no
estuvieron,80,10,no
finalizar,80,9,no
fines,80,5,no
hablando,80,8,no
hacía,80,5,no
ideas,80,5,no
intenta,80,7,no
lenguaje,80,8,no
muertos,80,7,no
negocios,80,8,no
oriente,80,7,no
podían,80,6,no
polonia,80,7,no
propias,80,7,no
provincias,80,10,no
representado,80,12,no
responsable,80,11,no
resulta,80,7,no
secos,80,5,no
somos,80,5,no
sonora,80,6,no
unió,80,4,no
usan,80,4,no
viena,80,5,no
ámbito,80,6,no
amiga,79,5,no
aprendió,79,8,no
búsqueda,79,8,no
caer,79,4,no
capaz,79,5,no
carta,79,5,no
cataluña,79,8,no
comienzo,79,8,no
comúnmente,79,10,no
cría,79,4,no
deportiva,79,9,no
desarrollado,79,12,no
dolor,79,5,no
estableció,79,10,no
extensión,79,9,no
fotografía,79,10,no
histórica,79,9,no
incluido,79,8,no
inglesa,79,7,no
instalaciones,79,13,no
literaria,79,9,no
marcha,79,6,no
marcó,79,5,no
mata,79,4,no
moderno,79,7,no
motivos,79,7,no
murieron,79,8,no
nativa,79,6,no
noruega,79,7,no
originales,79,10,no
peter,79,5,no
plato,79,5,no
protección,79,10,no
sabor,79,5,no
salió,79,5,no
sexual,79,6,no
show,79,4,no
tallos,79,6,no
tecnología,79,10,no
toca,79,4,no
vietnam,79,7,no
volar,79,5,no
alemanes,78,8,no
artístico,78,9,no
bahía,78,5,no
baloncesto,78,10,no
concepción,78,10,no
contigo,78,7,no
esperanza,78,9,no
ido,78,3,no
iglesias,78,8,no
localiza,78,8,no
mala,78,4,no
movimientos,78,11,no
municipios,78,10,no
negras,78,6,no
pasajeros,78,9,no
quedaron,78,8,no
reconocimiento,78,14,no
simplemente,78,11,no
tradicionales,78,13,no
tratado,78,7,no
americano,77,9,no
barcos,77,6,no
batería,77,7,no
belleza,77,7,no
constituye,77,10,no
corteza,77,7,no
cultivo,77,7,no
daniel,77,6,no
desempeña,77,9,no
divide,77,6,no
doctorado,77,9,no
eduardo,77,7,no
escritos,77,8,no
golpe,77,5,no
hembras,77,7,no
idiomas,77,7,no
inicia,77,6,no
jazz,77,4,no
navidad,77,7,no
presión,77,7,no
refiere,77,7,no
roca,77,4,no
sureste,77,7,no
temprana,77,8,no
alimentan,76,9,no
aplicación,76,10,no
castilla,76,8,no
columnas,76,8,no
consideran,76,10,no
decoración,76,10,no
disputó,76,7,no
egipto,76,6,no
grecia,76,6,no
hola,76,4,no
instituciones,76,13,no
papeles,76,7,no
parecen,76,7,no
participar,76,10,no
patrimonio,76,10,no
religión,76,8,no
suelos,76,6,no
tío,76,3,no
usada,76,5,no
álbumes,76,7,no
actuaciones,75,11,no
bajos,75,5,no
científicos,75,11,no
colaboración,75,12,no
frecuente,75,9,no
gol,75,3,no
hambre,75,6,no
humana,75,6,no
marzo,75,5,no
materia,75,7,no
music,75,5,no
noreste,75,7,no
park,75,4,no
participa,75,9,no
participaron,75,12,no
profesionales,75,13,no
propiedades,75,11,no
protagonista,75,12,no
rectangular,75,11,no
tailandia,75,9,no
bronce,74,6,no
compañeros,74,10,no
congo,74,5,no
código,74,6,no
diseñado,74,8,no
entra,74,5,no
griega,74,6,no
griego,74,6,no
infantil,74,8,no
influencias,74,11,no
llegada,74,7,no
músicos,74,7,no
oficialmente,74,12,no
pensar,74,6,no
plano,74,5,no
popularidad,74,11,no
terminar,74,8,no
turístico,74,9,no
vecinos,74,7,no
zaragoza,74,8,no
órdenes,74,7,no
cabe,73,4,no
carmen,73,6,no
clara,73,5,no
comandante,73,10,no
culto,73,5,no
destacar,73,8,no
dicen,73,5,no
enemigo,73,7,no
guardia,73,7,no
gómez,73,5,no
habría,73,6,no
hembra,73,6,no
instrumentos,73,12,no
irlanda,73,7,no
leyes,73,5,no
mesa,73,4,no
planes,73,6,no
rafael,73,6,no
reacción,73,8,no
secundarios,73,11,no
sudeste,73,7,no
ventana,73,7,no
ventas,73,6,no
agencia,72,7,no
calor,72,5,no
cantar,72,6,no
catorce,72,7,no
cincuenta,72,9,no
condición,72,9,no
conocimiento,72,12,no
costas,72,6,no
cristo,72,6,no
diciembre,72,9,no
dije,72,4,no
expresión,72,9,no
febrero,72,7,no
felipe,72,6,no
filipinas,72,9,no
franco,72,6,no
gestión,72,7,no
goles,72,5,no
guion,72,5,no
hotel,72,5,no
ingresó,72,7,no
interpretado,72,12,no
judicial,72,8,no
lanzó,72,5,no
marino,72,6,no
miles,72,5,no
montevideo,72,10,no
obtiene,72,7,no
peso,72,4,no
poblado,72,7,no
pobre,72,5,no
recibir,72,7,no
redes,72,5,no
registro,72,8,no
reinado,72,7,no
ropa,72,4,no
secreto,72,7,no
seno,72,4,no
significado,72,11,no
sombra,72,6,no
usualmente,72,10,no
varía,72,5,no
víctimas,72,8,no
árabe,72,5,no
acciones,71,8,no
alejandro,71,9,no
arbustos,71,8,no
aspectos,71,8,no
autoridades,71,11,no
británica,71,9,no
caballero,71,9,no
conmigo,71,7,no
conocen,71,7,no
conocer,71,7,no
debió,71,5,no
dura,71,4,no
esperaba,71,8,no
familiares,71,10,no
flora,71,5,no
futbolista,71,10,no
guillermo,71,9,no
herido,71,6,no
italiana,71,8,no
llegan,71,6,no
metro,71,5,no
mostró,71,6,no
mudó,71,4,no
noticias,71,8,no
nuestros,71,8,no
oficinas,71,8,no
oposición,71,9,no
parroquial,71,10,no
periódicos,71,10,no
plataforma,71,10,no
posiciones,71,10,no
rara,71,4,no
raíces,71,6,no
territorios,71,11,no
turquía,71,7,no
tus,71,3,no
vacaciones,71,10,no
vaya,71,4,no
veo,71,3,no
últimas,71,7,no
abre,70,4,no
activa,70,6,no
actos,70,5,no
basado,70,6,no
buscar,70,6,no
editor,70,6,no
espacios,70,8,no
famosa,70,6,no
fenómeno,70,8,no
jardines,70,8,no
laguna,70,6,no
largos,70,6,no
nación,70,6,no
orígenes,70,8,no
paredes,70,7,no
programación,70,12,no
relacionados,70,12,no
robert,70,6,no
rojas,70,5,no
sectores,70,8,no
siglos,70,6,no
socialista,70,10,no
tesis,70,5,no
ubicación,70,9,no
utilizó,70,7,no
washington,70,10,no
agrícolas,69,9,no
cambió,69,6,no
cientos,69,7,no
compuestas,69,10,no
conde,69,5,no
consigue,69,8,no
cuentos,69,7,no
disponibles,69,11,no
duración,69,8,no
error,69,5,no
fray,69,4,no
inmigrantes,69,11,no
latín,69,5,no
mas,69,3,no
masa,69,4,no
matar,69,5,no
milita,69,6,no
península,69,9,no
propósito,69,9,no
smith,69,5,no
totalidad,69,9,no
ópera,69,5,no
amplio,68,6,no
barrios,68,7,no
burbuja,68,7,no
caliente,68,8,no
comuna,68,6,no
comunidades,68,11,no
constitución,68,12,no
crisis,68,6,no
daños,68,5,no
escapar,68,7,no
espacial,68,8,no
estás,68,5,no
honduras,68,8,no
indonesia,68,9,no
nace,68,4,no
necesita,68,8,no
negros,68,6,no
noticia,68,7,no
oficina,68,7,no
perros,68,6,no
pese,68,4,no
piti,68,4,no
poderes,68,7,no
previamente,68,11,no
producciones,68,12,no
religioso,68,9,no
retirada,68,8,no
sean,68,4,no
trabajadores,68,12,no
trenes,68,6,no
universitario,68,13,no
viajes,68,6,no
visita,68,6,no
visión,68,6,no
abrió,67,5,no
altos,67,5,no
apertura,67,8,no
barroco,67,7,no
bogotá,67,6,no
cayó,67,4,no
cercana,67,7,no
debía,67,5,no
declaró,67,7,no
defensor,67,8,no
enorme,67,6,no
femenino,67,8,no
fondos,67,6,no
indígenas,67,9,no
irán,67,4,no
nieve,67,5,no
particularmente,67,15,no
riesgo,67,6,no
romana,67,6,no
sacerdote,67,9,no
seco,67,4,no
tercero,67,7,no
terminal,67,8,no
usuarios,67,8,no
ventanas,67,8,no
vivos,67,5,no
zelanda,67,7,no
abrir,66,5,no
alianza,66,7,no
alimentos,66,9,no
aplicaciones,66,12,no
castellano,66,10,no
cultivos,66,8,no
dependiendo,66,11,no
digital,66,7,no
dividida,66,8,no
embajada,66,8,no
ermita,66,6,no
evolución,66,9,no
formada,66,7,no
intento,66,7,no
jugando,66,7,no
juguetes,66,8,no
leche,66,5,no
misiones,66,8,no
presentado,66,10,no
privado,66,7,no
simples,66,7,no
utilizada,66,9,no
venta,66,5,no
volumen,66,7,no
brazo,65,5,no
caída,65,5,no
cierta,65,6,no
conocidas,65,9,no
contienen,65,9,no
cuadro,65,6,no
cuello,65,6,no
democrática,65,11,no
estudia,65,7,no
excelente,65,9,no
fauna,65,5,no
flor,65,4,no
fortaleza,65,9,no
fundamental,65,11,no
gloria,65,6,no
identidad,65,9,no
juez,65,4,no
lados,65,5,no
límite,65,6,no
marco,65,5,no
parejas,65,7,no
piso,65,4,no
quinta,65,6,no
reconocida,65,10,no
sabes,65,5,no
solución,65,8,no
apariencia,64,10,no
boston,64,6,no
bretaña,64,7,no
casco,64,5,no
conferencias,64,12,no
conservación,64,12,no
convertido,64,10,no
cortes,64,6,no
cáncer,64,6,no
detalles,64,8,no
enero,64,5,no
entorno,64,7,no
entrega,64,7,no
escritura,64,9,no
estancia,64,8,no
estilos,64,7,no
ficción,64,7,no
fuertemente,64,11,no
guatemala,64,9,no
habitualmente,64,13,no
inc,64,3,no
israel,64,6,no
juvenil,64,7,no
king,64,4,no
millones,64,8,no
muros,64,5,no
nativo,64,6,no
nombró,64,6,no
papa,64,4,no
pertenecía,64,10,no
posibilidad,64,11,no
producida,64,9,no
propuesta,64,9,no
pueda,64,5,no
reales,64,6,no
recorrido,64,9,no
recuperar,64,9,no
salón,64,5,no
seminario,64,9,no
verdes,64,6,no
abandonar,63,9,no
arcos,63,5,no
cercano,63,7,no
ceremonia,63,9,no
charles,63,7,no
comportamiento,63,14,no
compuso,63,7,no
crio,63,4,no
cura,63,4,no
debate,63,6,no
deriva,63,6,no
distribuyen,63,11,no
dominio,63,7,no
ejecución,63,9,no
enamorado,63,9,no
encuentros,63,10,no
escribe,63,7,no
escultura,63,9,no
europeos,63,8,no
femenina,63,8,no
film,63,4,no
gamboa,63,6,no
grados,63,6,no
high,63,4,no
hubiera,63,7,no
ideal,63,5,no
individuales,63,12,no
ingeniería,63,10,no
juicio,63,6,no
labios,63,6,no
leyenda,63,7,no
loco,63,4,no
macho,63,5,no
man,63,3,no
mandato,63,7,no
matemáticas,63,11,no
momentos,63,8,no
máxima,63,6,no
negó,63,4,no
noble,63,5,no
nota,63,4,no
notas,63,5,no
piedras,63,7,no
posibles,63,8,no
procesos,63,8,no
puestos,63,7,no
reforma,63,7,no
regresar,63,8,no
richard,63,7,no
ritmo,63,5,no
roberto,63,7,no
sencillos,63,9,no
serán,63,5,no
sucedió,63,7,no
terminado,63,9,no
tono,63,4,no
tormenta,63,8,no
torno,63,5,no
variedades,63,10,no
vehículos,63,9,no
violencia,63,9,no
adolescente,62,11,no
archivo,62,7,no
artículo,62,8,no
asistente,62,9,no
ataques,62,7,no
carolina,62,8,no
colecciones,62,11,no
compuestos,62,10,no
cubierto,62,8,no
cuentan,62,7,no
dedos,62,5,no
escritores,62,10,no
espíritu,62,8,no
estudiante,62,10,no
frecuentes,62,10,no
judíos,62,6,no
mamíferos,62,9,no
naranja,62,7,no
opera,62,5,no
parecía,62,7,no
perteneció,62,10,no
pez,62,3,no
provocó,62,7,no
regresa,62,7,no
secciones,62,9,no
sobrino,62,7,no
talento,62,7,no
vuelos,62,6,no
aceptó,61,6,no
acompañado,61,10,no
actuar,61,6,no
cambiado,61,8,no
cerro,61,5,no
ciclo,61,5,no
ciertas,61,7,no
dedica,61,6,no
denominado,61,10,no
descendencia,61,12,no
empezar,61,7,no
esperar,61,7,no
estructuras,61,11,no
estándar,61,8,no
expedición,61,10,no
fundadores,61,10,no
impacto,61,7,no
llevaba,61,7,no
lope,61,4,no
mario,61,5,no
martin,61,6,no
motores,61,7,no
negocio,61,7,no
pasan,61,5,no
pasión,61,6,no
promoción,61,9,no
quienes,61,7,no
química,61,7,no
retirarse,61,9,no
rodeado,61,7,no
romanos,61,7,no
temporal,61,8,no
tumba,61,5,no
urbana,61,6,no
veracruz,61,8,no
warner,61,6,no
órgano,61,6,no
aceite,60,6,no
ciertos,60,7,no
conseguir,60,9,no
decidieron,60,10,no
duro,60,4,no
electoral,60,9,no
esposo,60,6,no
franceses,60,9,no
físico,60,6,no
heridos,60,7,no
lagos,60,5,no
llamó,60,5,no
lleno,60,5,no
louis,60,5,no
moscú,60,5,no
murmuró,60,7,no
pudieron,60,8,no
públicos,60,8,no
republicano,60,11,no
salas,60,5,no
semifinales,60,11,no
serían,60,6,no
single,60,6,no
sombrero,60,8,no
surgió,60,6,no
teatral,60,7,no
templado,60,8,no
universo,60,8,no
agente,59,6,no
aparecido,59,9,no
botánico,59,8,no
camerún,59,7,no
chileno,59,7,no
competencia,59,11,no
competiciones,59,13,no
componentes,59,11,no
derrota,59,7,no
dibujo,59,6,no
dime,59,4,no
dinastía,59,8,no
directa,59,7,no
docente,59,7,no
ejemplares,59,10,no
escala,59,6,no
extiende,59,8,no
guitarrista,59,11,no
hielo,59,5,no
homónima,59,8,no
humor,59,5,no
kilómetros,59,10,no
league,59,6,no
liceo,59,5,no
limita,59,6,no
llaman,59,6,no
lograron,59,8,no
ramiro,59,6,no
recibieron,59,10,no
regular,59,7,no
software,59,8,no
tiendas,59,7,no
tomado,59,6,no
une,59,3,no
alcanzar,58,8,no
asociado,58,8,no
audiencia,58,9,no
autónoma,58,8,no
brown,58,5,no
bóveda,58,6,no
castro,58,6,no
cañón,58,5,no
civiles,58,7,no
columna,58,7,no
compañías,58,9,no
contrajo,58,8,no
cortos,58,6,no
dieta,58,5,no
distritos,58,9,no
ernesto,58,7,no
extranjero,58,10,no
gustan,58,6,no
imperial,58,8,no
joseph,58,6,no
lluvia,58,6,no
marcas,58,6,no
metropolitana,58,13,no
palo,58,4,no
parecer,58,7,no
playas,58,6,no
primo,58,5,no
raro,58,4,no
regionales,58,10,no
rojizo,58,6,no
santuario,58,9,no
siguieron,58,9,no
solitario,58,9,no
subtropicales,58,13,no
techo,58,5,no
venir,58,5,no
abundante,57,9,no
cae,57,3,no
canta,57,5,no
carece,57,6,no
comedia,57,7,no
cuestión,57,8,no
danza,57,5,no
dinamarca,57,9,no
disputa,57,7,no
documental,57,10,no
fracaso,57,7,no
fósiles,57,7,no
galería,57,7,no
gato,57,4,no
indios,57,6,no
investigaciones,57,15,no
malasia,57,7,no
margen,57,6,no
minas,57,5,no
mismas,57,6,no
organizaciones,57,14,no
pantalla,57,8,no
próximo,57,7,no
religiosas,57,10,no
retratos,57,8,no
rumbo,57,5,no
senador,57,7,no
temperatura,57,11,no
triste,57,6,no
you,57,3,no
adaptación,56,10,no
administrativo,56,14,no
alimentación,56,12,no
antiguamente,56,12,no
aparecer,56,8,no
ayudar,56,6,no
británicos,56,10,no
cabello,56,7,no
católico,56,8,no
cerámica,56,8,no
ciento,56,6,no
científico,56,10,no
cinta,56,5,no
cobre,56,5,no
comunista,56,9,no
continental,56,11,no
cortas,56,6,no
crea,56,4,no
crema,56,5,no
cuya,56,4,no
cárcel,56,6,no
dando,56,5,no
demanda,56,7,no
denominada,56,10,no
diga,56,4,no
documentos,56,10,no
ejecutivo,56,9,no
encargado,56,9,no
encontramos,56,11,no
espectáculo,56,11,no
festivales,56,10,no
flota,56,5,no
fresco,56,6,no
frutas,56,6,no
gana,56,4,no
grabó,56,5,no
gracia,56,6,no
guzmán,56,6,no
hacienda,56,8,no
haga,56,4,no
hábitats,56,8,no
intentó,56,7,no
interesante,56,11,no
judía,56,5,no
juveniles,56,9,no
kenia,56,5,no
llevaron,56,8,no
longitud,56,8,no
malo,56,4,no
maíz,56,4,no
navarra,56,7,no
nieto,56,5,no
noches,56,6,no
objetivos,56,9,no
paseo,56,5,no
patrón,56,6,no
pide,56,4,no
pierde,56,6,no
pilotos,56,7,no
princesa,56,8,no
proporciona,56,11,no
rendimiento,56,11,no
representan,56,11,no
retablo,56,7,no
salvo,56,5,no
selva,56,5,no
señal,56,5,no
tallo,56,5,no
teorías,56,7,no
tour,56,4,no
traje,56,5,no
utilizados,56,10,no
valores,56,7,no
vidas,56,5,no
vivía,56,5,no
absoluto,55,8,no
acabar,55,6,no
adicionales,55,11,no
altar,55,5,no
alumnos,55,7,no
armada,55,6,no
bros,55,4,no
caracas,55,7,no
causas,55,6,no
cerrado,55,7,no
circular,55,8,no
cordillera,55,10,no
cápsula,55,7,no
declarado,55,9,no
descubre,55,8,no
dominicana,55,10,no
eje,55,3,no
encontrarse,55,11,no
escolar,55,7,no
especializó,55,11,no
estela,55,6,no
fabricación,55,11,no
gas,55,3,no
golfo,55,5,no
guerras,55,7,no
guía,55,4,no
húmedas,55,7,no
integró,55,7,no
izquierdo,55,9,no
jugado,55,6,no
leer,55,4,no
llena,55,5,no
novia,55,5,no
opción,55,6,no
paisajes,55,8,no
pisos,55,5,no
publicada,55,9,no
raíz,55,4,no
realizada,55,9,no
recinto,55,7,no
sobrevivió,55,10,no
soldado,55,7,no
sonata,55,6,no
suficiente,55,10,no
tira,55,4,no
tramo,55,5,no
típico,55,6,no
university,55,10,no
usando,55,6,no
vehículo,55,8,no
verse,55,5,no
vuelven,55,7,no
young,55,5,no
ésta,55,4,no
actuales,54,8,no
alegría,54,7,no
asesor,54,6,no
ave,54,3,no
bienes,54,6,no
boda,54,4,no
candidato,54,9,no
debutó,54,6,no
dedicarse,54,9,no
descubierto,54,11,no
dibujos,54,7,no
dimensiones,54,11,no
dividido,54,8,no
encontraron,54,11,no
equivalente,54,11,no
grabaciones,54,11,no
habilidades,54,11,no
henry,54,5,no
hermoso,54,7,no
húmedo,54,6,no
medieval,54,8,no
pecado,54,6,no
profundo,54,8,no
queso,54,5,no
reglas,54,6,no
relieve,54,7,no
rusa,54,4,no
seguido,54,7,no
setenta,54,7,no
talleres,54,8,no
trabajaba,54,9,no
utilizando,54,10,no
alcance,53,7,no
alrededores,53,11,no
aproximadamente,53,15,no
arroyo,53,6,no
conferencia,53,11,no
